DriverID,DriverName,Points,ConstructorID,ConstructorName,TotalPoints,NumberOfDrivers,AveragePoints,NumberOfCollaborations,Years,ConstructorAveragePoints,StartingPosition,PositionAfterFirstLap,FinalPosition,raceID
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,18,13,20
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,12,10,7
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,9,9,6
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,5,3,4
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,14,15,9
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,19,18,12
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,18,15,16
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,5,20,18
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,4,3,1
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,12
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,3,2,3
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,17,12,3
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,1
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,9,5,5
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,3,9,13
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,5,4,3
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,3,2,1
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,19
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,13,10,10
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,4,2,1
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,1
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,2,5
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,3
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,15,14,7
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,6,12
1,Lewis Hamilton,913.0,1,McLaren,2610.0,1625,237.27272727272728,6,",2009,2008,2007,2010,2011,2012,2013,2014,2015,2016,2017",152.16666666666666,1,1,1
